name,latitude_deg,longitude_deg
Highway Patrol Troop C Headquarters Heliport,38.641700744628906,-90.48429870605469
Crystal Lakes Resort Airport,48.789100646972656,-114.87999725341797
Topsail Airpark,34.47529983520508,-77.5813980102539
Detour Airport,40.84360122680664,-100.65299987792969
Moore Airfield,43.6445,-72.086998
Albert Guido Memorial Heliport,40.741798400878906,-74.13710021972656
Champion Ranch Airport,33.008611,-104.540278
Lantana Ranch Airport,38.76390075683594,-119.0270004272461
Vassar Hospital Heliport,41.692415,-73.93683
Atrium Medical Center Heliport,39.497455,-84.313851
Avita Health System Galion Hospital Heliport,40.730267,-82.802022
Lawrence Airport,35.294498,-98.636496
Spring Creek Ranch East Airport,34.391667,-96.690833
Red & White Flying Service Airport,43.119301,-121.044997
Pine Heliport,40.655602,-80.050903
Bierly(Personal Use) Airport,40.930599212646484,-77.73889923095703
Nort's Resort Airport,41.59590148925781,-76.02960205078125
York Airport,35.032100677490234,-81.25279998779297
Thirty Thirty Matlock Office Center Heliport,32.69419860839844,-97.11579895019531
Smith Field,32.73759841918945,-96.4280014038086
Colonial Air Park,34.99589920043945,-89.73059844970703
St Joseph Hospital Heliport,32.7285,-97.324501
Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119
Mims Farm Ultralightport,32.388115,-96.877398
Duckwater Airport,38.851600646972656,-115.63400268554688
La Sal Junction Airport,38.30830001831055,-109.39600372314453
Pickles Airport,39.125,-77.9250030518
Willapa Harbor Heliport,46.66320037841797,-123.81199645996094
Prehn Cranberry Company Airport,44.0099983215332,-90.38919830322266
Whidbey General Hospital Heliport,48.213401794433594,-122.68499755859375
Odyssey Heliport,47.518178,-122.210908
Keyhole Airport,44.347198486328125,-104.81099700927734
Ascension Seton Hays Heliport,30.007222,-97.853333
Meadowood Ranch Heliport,32.020198822021484,-95.74549865722656
Barefoot Airport,61.506147,-149.912825
Rustic Wilderness Airport,61.876907,-150.097626
Bass Field,30.37150001525879,-87.76439666748047
Three Rivers Airport,34.822445,-92.44442
Winchester Farm Airstrip,32.376401,-109.936996
Swepi Beta Platform Ellen Heliport,33.58250045776367,-118.12899780273438
Shannon Field,34.129600524902344,-90.52400207519531
Conover Air Lodge Airport,34.761101,-119.058998
Mc Cullough Airport,37.64329910279999,-106.04699707
Strangers Point Heliport,41.91960144042969,-72.44450378417969
Osborn Airfield,28.52669906616211,-81.87480163574219
Triple R Ranch Airport,30.950976,-86.635555
Cuchens Airport,30.642527,-86.118779
Doug Bolton Field,34.202598571777344,-83.42900085449219
Etowah Fields Airport,34.17530059814453,-84.92440032958984
K3 Helipad Heliport,21.36199951171875,-157.9510040283203
Boone County Hospital Heliport,42.05609893798828,-93.87799835205078
Morgan Ranch Airport,44.55550003051758,-115.30500030517578
King Ultralightport,40.06230163574219,-86.21050262451172
Diamond P. Field,40.208900451660156,-85.54080200195312
Condell Medical Center Heliport,42.274600982666016,-87.9572982788086
Jmj Landing Airport,39.222198486328125,-96.0552978515625
St Claire Healthcare Heliport,38.181441,-83.443319
Boone National Guard Heliport,38.190282,-84.906442
La State Police Troop G Heliport,32.53129959106445,-93.66020202636719
Windy Hill Heliport,30.148300170898438,-91.91899871826172
Cuttyhunk Heliport,41.419601,-70.927002
Garner Field,38.672544,-76.709739
Nadeau's Airfield,43.537467,-70.930685
Fairplains Airpark,43.157100677490234,-85.14849853515625
Greenbush Municipal Airport,48.686527,-96.191976
Troy Airpark,39.04999923706055,-91.03350067138672
Watts Field,34.100101470947266,-90.8468017578125
Barrett Field,47.2374,-111.74304
Timber Line Airpark,36.655612,-93.802387
Race City Heliport,35.540477,-80.598047
Benes Service Airport,41.074501037597656,-96.90450286865234
Iroquois Landing Seaplane Base,44.657100677490234,-71.21910095214844
Penske Heliport,40.55730056762695,-74.46710205078125
Paiute Meadows Airport,41.299551,-118.926709
Hansen Heliport,43.132598876953125,-75.65550231933594
Zimmerman Airport,41.376399993896484,-83.08329772949219
Murtha Airport,41.801998138427734,-80.56539916992188
Canon Heliport,35.458401,-97.525297
War Veterans Colony Heliport,34.811412,-95.307727
Rowena Dell Airport,45.68149948120117,-121.31600189208984
Stottle Memorial Heliport,40.403596,-77.556602
Lag Iii Heliport,40.43830108642578,-79.7699966430664
Peco Berwyn Heliport,40.06959915161133,-75.4552001953125
Cuylers Airport,18.464924,-66.363773
Hughes Ultralightport,41.90060043334961,-77.23030090332031
Harpers Airport,32.75849914550781,-81.22480010986328
Wise River Airport,45.769100189208984,-112.98200225830078
Matagorda Shore Facility Heliport,28.722177,-95.875813
Baylor Medical Center Heliport,32.39540100097656,-96.86419677734375
Ellis Field,35.780601501464844,-86.58419799804688
FWOMC Heliport,32.747601,-97.370003
The Palms At Kitty Hawk Airport,33.370403,-101.922882
Lucin Airport,41.36629867553711,-113.84300231933594
The Greenhouse Airport,38.435699462890625,-77.8572006225586
Northstar Aviation Heliport,36.63880157470703,-82.11669921875
Cawleys South Prairie Airport,47.15230178833008,-122.09400177001953
Beer Airport,45.031898498535156,-92.65579986572266
Fowler Field,48.74580001831055,-119.31900024414062
JLS Farms Airport,33.591319,-95.882864
Seidel Ranch Airport,30.147699,-97.662804
Trapper T Heliport,61.556055,-149.284527
Joe Clouds Seaplane Base,60.72722244262695,-151.13278198242188
Highland Medical Center Heliport,34.662604,-86.046774
Hscmh Heliport,34.357601165771484,-92.78849792480469
Thompson International Aviation Airport,31.430971,-110.088087
Grossmont Hospital Heliport,32.779484,-117.006952
Kugel-Strong Airport,40.2125015259,-104.744003296
Lake Persimmon Airstrip,27.353099822998047,-81.40809631347656
Tharpe Airport,30.8288,-85.731003
Ranger Heliport,26.683716,-80.186561
HIA Airport,32.5623056,-81.8576944
Clarks Dream Strip,39.644199,-83.018204
East Field,41.581902,-92.461304
Flying Y Ranch Airport,44.7943000793457,-116.53299713134766
Davis Field Ultralightport,37.9620018005,-87.7789001465
Wix Airport,41.40230178833008,-87.81670379638672
Heinzman Airport,40.18000030517578,-86.01249694824219
OSF St Anthony's Health Center Heliport,38.904999,-90.173401
Valley Grain Heliport,39.86470031738281,-95.26409912109375
Flying H Farms Airport,37.79169845581055,-87.54139709472656
Damien Heliport,30.199600219726562,-91.12789916992188
Fmc Nr 1 Heliport,32.159000396728516,-91.70800018310547
Lakeside Marina Seaplane Base,44.320899963378906,-69.8895034790039
Hadley Airport,42.393431,-72.551553
Upper Chesapeake Medical Center Heliport,39.518427,-76.346022
Maple Ridge Airport,44.08420181274414,-70.6272964477539
Harold Miller Heliport,43.550899505615234,-83.86219787597656
Nauerth Land Ranch Airport,43.62519836425781,-95.22470092773438
Cahoochie Airport,37.884499,-93.131599
Vicksburg Medical Center Heliport,32.31880187988281,-90.8832015991211
Cascade Field,47.267327,-111.71748
Mc Donnell Airport,38.4925003052,-94.41249847410002
Utirik Airport,11.222,169.852005
Pilots Ridge Airport,34.10430145263672,-77.9041976928711
Olafson Brothers Airport,48.626399993896484,-97.8290023803711
Hyde Ranch Airport,41.5463981628418,-99.3311996459961
Lorden Heliport,42.815399169921875,-71.12439727783203
AT&T Heliport,40.668713,-74.410152
Miner's Colfax Medical Center Heliport,36.862377,-104.442853
Johnston Medical Center Heliport,35.63027,-78.50392
Llama Ranch Airport,40.58440017700195,-115.2979965209961
Talmage Field,40.95840072631836,-72.716796875
Gibbs Field,41.416933,-83.018339
"Cleveland Clinic, Marymount Hospital Heliport",41.420312,-81.599552
Sahoma Lake Airport,36.041259,-96.161517
Bluebird Airport,35.012334,-97.702735
Powwatka Ridge Airport,45.85540008544922,-117.48400115966797
Collegeville Heliport,40.162899017333984,-75.4656982421875
M.P. Metals Heliport,41.066861,-76.180806
Sun View Field Airport,39.065947,-94.921703
Ziggy's Field,40.849998,-77.905602
Sandy River Airport,45.401798248291016,-122.22899627685547
Seacoast Medical Center Heliport,33.8650016784668,-78.66190338134766
Gay Hill Farm Airport,30.262699,-96.500198
Barronena Ranch Airport,27.490812,-98.669615
Eagles Landing Heliport,35.92250061035156,-83.57939910888672
Shannon Medical Center Heliport,31.4658,-100.43397
Brazos Polo Airport,29.632117,-95.932481
M D K Field Heliport,29.580929,-95.30508
AZ Minerals Corporation Airport,37.114384,-109.99014
Whipoorwill Springs Airport,38.66460037231445,-77.57969665527344
Spangle Field,47.408199310302734,-117.37200164794922
Zink Airport,44.028873,-88.883945
Aerostone Ranch Airport,45.875,-120.66999816894531
Lopez Medical Clinic Heliport,48.524894,-122.912394
Del Sol Medical Center Heliport,31.7574,-106.346895
Creekside Airport,31.318099975585938,-100.75399780273438
Flying W Ranch Airport,60.535833,-150.811387
Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123
Saline Memorial Hospital Heliport,34.574319,-92.586047
(Old) Chinle Airport,36.147197,-109.560771
Gray Butte Field,34.5639,-117.675003
Hunt's Sky Ranch Airport,33.08169937133789,-116.44100189208984
Shingle Mill Heliport,41.75510025024414,-73.05239868164062
De Leon Municipal Airport,32.098801,-98.525325
Richards Field,25.558700561523438,-80.51509857177734
Tampa General Hospital Brandon Healthplex Heliport,27.929372,-82.336981
Cross Creek Farms Airport,29.240353,-81.222525
Columbus Southwest Airport,39.91120147705078,-83.18879699707031
Middlekoop Airport,41.08829879760742,-92.05460357666016
Lanham Field,43.87770080566406,-116.53700256347656
Turkey Run Airport,41.13059997558594,-84.99410247802734
Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842
Lake Gage Seaplane Base,41.701389,-85.113056
Van Gorder Airport,40.1786003112793,-88.56900024414062
Robinson Industries Heliport,38.97890090942383,-95.2197036743164
Natchez Trace Farm Airport,37.135101318359375,-85.78939819335938
Saint James Parish Hospital Heliport,30.051001,-90.703848
Brunner Airport,42.13610076904297,-88.28759765625
La National Guard Heliport,30.44610023498535,-91.10530090332031
Goddard Field,42.810908,-71.140959
Chesapeake City Heliport,39.51810073852539,-75.82140350341797
Beech Hill Airport,44.66669845581055,-69.8938980102539
Rapids Airway Airport,42.53450012207031,-84.62830352783203
Helblad Airport,47.985801696777344,-94.68689727783203
Airpark Private Airport,39.30120086669922,-91.45149993896484
Nick's Flying Service Inc Airport,32.939601898199996,-90.8373031616
Pluhar Airport,47.13749777779999,-106.488095
Western Wake Medical Center Heliport,35.739200592,-78.7822036743
Mc Connell Field Airport,41.159999847399995,-101.299003601
Emmanuel Airport,39.596801757799994,-75.2334976196
McGee 04 Heliport,34.775671,-77.392244
Kingston Ranch Airport,35.7555007935,-115.665000916
Klaverack Airport,42.262298584,-73.6961975098
Teufel Heliport,45.530833,-123.085556
Bossow Airport,41.2477,-81.100701
Stillwater Medical Center Heliport,36.1152992249,-97.079498291
Collins Landing Strip,44.7499008179,-120.200996399
S & C Distribution Center Heliport,39.87929916379999,-75.2287979126
Strawbridge & Clothier Exton Heliport,40.0306619,-75.63021
Emergency Helipad,34.842188,-82.60714
Cheyenne River Health Center Heliport,44.993124,-101.243011
Capitol National Bank Building Heliport,30.270262,-97.745275
Veterans Affairs Medical Center Heliport,29.699687,-95.39069
Hensley Airpark,36.183300018299995,-82.67890167239999
Hummingbird Heliport,30.553284,-97.605358
4D Ranch Airport,29.713072,-99.545642
Pocock Airport,31.732779,-97.369326
Navajo Mountain Airport,37.006689,-110.794701
Saguache Municipal Airport,38.0990833,-106.1743889
Russell County Medical Center Heliport,36.898,-82.078
Manquin Flight Park Ultralightport,37.7144012451,-77.21179962160001
Lightning Bolt Field Airport,44.4011001587,-72.26360321039999
Field of Dreams Airport,46.0228004456,-92.895401001
Ox Meadows Airport,47.5817985535,-117.43699646
Dutch Gap Airstrip,42.523399353,-88.0167007446
Stillwater Creek Airport,46.95835,-119.63864
West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.6536111111,-79.9561111111
Pecan Field,33.283933,-98.402861
Schmidts Heliport,32.5821,-97.142502
Wasilla Creek Airpark,61.66830063,-149.1880035
Allen Stagefield Army Heliport,31.2311992645,-85.64969635010002
Ozark Skies Airpark,36.000633,-93.57025
Yuma Regional Medical Center Heliport,32.683452,-114.634346
Van Buren Seaplane Base,47.158901,-67.931999
Lost Hills Sheriff's Station Heliport,34.137798309299995,-118.713996887
Pope Valley Airport,38.6106987,-122.39099884
Rancho de Aereo Airport,40.214984,-104.984423
O And G Heliport,41.7737007141,-73.1162033081
Melanie's Airport,30.918899536132812,-86.21829986572266
Aventura Heliport,25.960899353027344,-80.13919830322266
Charlton Strip,26.52018,-81.41031
Raju Airport,32.0713996887207,-84.71440124511719
Spotts Field,43.13750076293945,-93.06829833984375
Running Creek Ranch Airport,45.914101,-114.835999
Reichhart Airport,41.02870178222656,-84.99720001220703
Classic Landings Airport,41.156700134277344,-88.0167007446289
Cooper Airport,39.641998291015625,-86.50420379638672
Hardy Airport,39.72589874267578,-89.26399993896484
Darbro Field,37.26620101928711,-95.95919799804688
High Point Farm Airport,38.187091,-84.93011
Cartersville Airport,37.53575,-84.407303
Greg's Flying Service Airport,32.26530075073242,-91.69779968261719
Midwest Heliport,41.749228,-87.935783
Grass Roots Airport,31.252148,-92.47569
Pauls Valley General Hospital Heliport,34.71979,-97.214237
Bentley Heliport,42.691200256347656,-70.91230010986328
Breezecroft Airport,39.244232,-76.198661
Drisko Airport,44.65700149536133,-67.55919647216797
Oakwood Heritage Hospital Heliport,42.236433,-83.276421
Northern Pines Medical Center Heliport,47.5175001,-92.2302778
Portageville Community Heliport,36.4297981262207,-89.68009948730469
VA Medical Center Jackson Heliport,32.32973,-90.16273
Jones Landing Airport,45.815368,-111.152163
Brunswick Community Hospital Heliport,34.008099,-78.2911
Mc Kay Airport,41.7221984863,-98.3089981079
Stumpfield Heliport,42.92390060424805,-70.95140075683594
Paulus Hook Pier Heliport,40.7140007019043,-74.03150177001953
Baker Ranches Airport,39.0311,-114.088219
Oswego County At Pulaski Heliport,43.551998138427734,-76.09020233154297
Drill Field Pad Heliport,44.059531,-123.118951
Dorlon Airpark,41.28839874267578,-81.96260070800781
Hawk Haven Airport,35.8534,-97.567497
Peacock Ranch Airport,45.44150161743164,-117.35099792480469
PECO Mob. Heliport,39.9548,-75.178201
State Police Area Iii Heliport,40.30009841918945,-76.85800170898438
Mills Brothers Airport,40.142799377441406,-77.86190032958984
Vernonia Airfield,45.85150146484375,-123.24199676513672
Brandes Air Field,29.809099197387695,-96.26509857177734
Hilde-Griff Field,30.72209930419922,-97.79139709472656
Thurmond Glenn Field,35.556998,-89.552903
Dew Drop Airport,33.12929916381836,-97.35859680175781
Circle A Ranch Airport,32.128974,-97.404582
Oljato Airport,37.033626,-110.315778
Blanca Airport,37.41109848022461,-105.552001953125
Providence Airport,37.22420120239258,-78.4186019897461
Port of Highgate Springs Heliport,45.013301849365234,-73.08670043945312
Sacred Heart Medical Center Helistop,47.64820098876953,-117.41400146484375
Ames Private Airport,42.651100158691406,-88.74590301513672
Flat Creek Field,48.702222,-118.0475
Moore County Hospital District Heliport,35.863631,-101.970944
Johnson Memorial Airport,33.07929992675781,-91.54319763183594
Henning Municipal Airport,46.30379867553711,-95.43949890136719
Twisted Sisters Airport,60.540256,-150.813827
June Lake Airpark,61.627619,-149.575331
Brown Stagefield Army Heliport,31.388399124145508,-85.97239685058594
Bondair Airport,35.544498443603516,-92.18489837646484
Mercy Gilbert Medical Center Heliport,33.287759,-111.751454
Lucky Landing Marina and Seaplane Base,44.907001,-68.805
Sce Solar I Heliport,34.87080001831055,-116.83399963378906
Abc7-Tv Heliport,35.15719985961914,-118.28900146484375
Jecan Airport,37.38750076293945,-103.69100189208984
William P Gwinn Airport,26.90839958190918,-80.32890319824219
Grass Roots Airpark,28.641700744628906,-81.88500213623047
Morton Plant Hospital Heliport,27.953527,-82.806222
Smith Heliport,33.75339889526367,-84.16210174560547
Patoka Reservoir Landing Area Seaplane Base,38.43339920043945,-86.69110107421875
Rich Field,41.841400146484375,-91.83429718017578
Larkin Airport,43.46269989013672,-116.35900115966797
Humm Airport,41.5994987487793,-88.86990356445312
Ellis Fly-In Airport,39.282799,-87.303596
Sinele Strip,40.5463981628418,-91.27429962158203
Riverside Hospital Airlift Heliport,37.69580078125,-97.37249755859375
Falcon Heliport,37.525902,-83.344901
Panther Helicopters Inc Heliport,29.84606,-90.03216
Hammersmith Heliport,41.8736,-88.496901
Tembec Heliport,30.70789909362793,-91.32019805908203
The Barn Heliport,42.69060134887695,-71.60900115966797
Bayview Heliport,39.29140090942383,-76.54630279541016
Barker Heliport,44.415247,-70.844275
W A Foote Memorial Hospital Heliport,42.2510986328125,-84.39140319824219
Pike Field Airport,47.652185,-92.416692
Noahs Ark Airport,39.23059844970703,-94.80439758300781
Torgerson Airport,48.55830001831055,-112.10900115966797
Randall Airport,41.43199920654297,-74.3916015625
Tailwinds Airport,34.82749938964844,-78.9302978515625
Fitterer's Strip,46.7489013671875,-101.66899871826172
St Marys Hospital Heliport,40.68000030517578,-95.86170196533203
Cole Farm Airport,42.92839813232422,-70.97309875488281
Chemical Bank - New Jersey Na Heliport,39.950102,-74.999603
Silver Creek Airport,39.098333,-114.150277
Murphy Field,42.836797,-76.437614
Saint Elizabeth Medical Center Heliport,41.11479949951172,-80.65699768066406
Hal Joy Airfield,41.50979995727539,-80.59120178222656
Green Acres Airport,39.734798431396484,-84.3822021484375
Albert Lodge Heliport,36.54169845581055,-94.83360290527344
Hayden Mountain Airport,45.4650993347168,-123.08000183105469
Freefall Oz Airport,41.995792,-78.288152
Schiavoni Heliport,40.382733,-76.772533
Cherokee Island Castle Heliport,40.40230178833008,-79.92130279541016
Grawunder Field,29.9419002532959,-96.24610137939453
Beyer Farm Airport,37.583900451660156,-97.25309753417969
Glaser Field,30.90850067138672,-97.11689758300781
Ainsworth Airport,30.312700271606445,-95.02690124511719
Hunter STOLport,35.69729995727539,-86.95690155029297
Roscoe Mc Connico Airport,32.120701,-96.179101
6 Mile Airpark,30.860024,-100.201996
Diamond N Ranch Airport,30.057919,-95.812489
Mount Horeb Field,38.249000549316406,-78.85530090332031
N A Degerstrom Yard Heliport,47.68629837036133,-117.197998046875
Young Private Airport,45.66270065307617,-92.45020294189453
Western Airpark,46.92499923706055,-122.5530014038086
Campbell Field,33.322933,-97.045019
Herman Municipal Airport,45.83000183105469,-96.16059875488281
Pan Lake Strip Airport,61.6959639,-149.9549028
Tac X Stagefield Army Heliport,31.125200271606445,-85.9791030883789
Morrilton Airport,35.194339,-92.802473
John C Lincoln Hospital Heliport,33.56669998168945,-112.06900024414062
Blue Hill Airport,44.448001861572266,-68.5697021484375
West Side Hospital Heliport,35.138949,-119.451463
Richvale Airport,39.49769973754883,-121.77100372314453
Comanche Creek Airport,39.26359939575195,-104.427001953125
TNT Heliport,41.4529,-72.249603
Tackaberry Airport,43.06449890136719,-82.72380065917969
Ocean Reef Club Airport,25.325399398804,-80.274803161621
Flying G Ranch STOLport,30.417999,-83.283796
Southwest Florida Regional Medical Center Heliport,26.6054,-81.859497
Alcovy Airport,33.67499923706055,-83.76309967041016
Lake Monroe Seaplane Base,39.05870056152344,-86.44609832763672
Interstate Airport,42.274991,-113.301229
St Vincent Jennings Hospital Heliport,39.01060104370117,-85.64080047607422
Gray Airport,39.573699951171875,-85.91390228271484
Central City Municipal - Larry Reineke Field,41.1125984192,-98.0516967773
Heape Field,37.73419952392578,-96.93669891357422
Blue Lick Airport,38.08060073852539,-85.69329833984375
Air Oil Inc Nr 1 Heliport,29.937099,-90.183701
Louisiana State Police Troop F Heliport,32.51825,-91.989093
West Pond Heliport,41.91699981689453,-70.70950317382812
Baugher's Orchard Airport,39.608299255371094,-77.0519027709961
Westbrook Heliport,43.73830032348633,-70.33920288085938
Scott Airstrip,43.864200592041016,-85.0239028930664
Dairyview Airport,44.05500030517578,-95.90950012207031
Lake Sexton Airport,38.655553,-93.624458
Glasgow Industrial Airport,48.42110061645508,-106.52799987792969
Bermudian Valley Airpark,40.01679992675781,-77.00389862060547
Hawks Meadow Airport,34.83319854736328,-80.7511978149414
Diving Rock Seaplane Base,43.17559814453125,-72.06390380859375
Hackensack UMC Palisades Heliport,40.793666,-73.994863
Border Line Farm Airport,39.102239,-114.053472
Mmc Heliport,42.66640090942383,-74.76499938964844
Tennessee Gas Heliport,39.9373,-81.683503
Pleasant Valley Airport,34.633399963378906,-99.03369903564453
Bruce's Airport,45.42179870605469,-122.62000274658203
Folmar Airport,40.998889,-78.125278
Advanced Public Health of Isabela Heliport,18.489403,-67.026333
Churchill Airport,39.77280044555664,-99.36009979248047
Salaika Aviation Airport,29.240519,-95.344658
Cuddihy Field,27.721099853515625,-97.51280212402344
Corntassel Airport,35.568599700927734,-84.24109649658203
Cross-Country Estates Airport,30.625381,-97.571425
Pecks Heliport,33.183998107910156,-96.447998046875
E Northrop Grumman Airport,41.716667,-112.447222
Alpha Hotel Airport,36.81959915161133,-78.78309631347656
Meadow STOLport,44.447200775146484,-72.91470336914062
Multicare Deaconess Hospital Heliport,47.651637,-117.424477
Bartell Strip,42.965302,-88.391502
Stallions Airport,44.960084,-106.105925
Luecke Heliport,29.906488,-97.214397
Allen Ponderosa Heliport,32.542198181152344,-97.3917007446289
Hill City-Quadna Mountain Airport,46.955501556396484,-93.5969009399414
Fisher Airport,61.569639,-149.724439
Little Lagoon Seaplane Base,30.243717,-87.754678
Crittenden Regional Hospital Heliport,35.142046,-90.190212
Mesa Police Heliport,33.417669,-111.838835
Merrymeeting Field,44,-69.88710021972656
Pg & E Co. Placerville Svc Center Heliport,38.69490051269531,-120.8270034790039
Kistler Ranch Airport,37.85960006713867,-120.55400085449219
Tulare Motor Sports #1 Heliport,36.172031,-119.306181
Terra Firma Airport,38.73249816894531,-104.04100036621094
Seavair's Landing Seaplane Base,41.895999908447266,-73.09310150146484
City of Coalgate Airport,34.53179931640625,-96.23310089111328
Duda Airstrip,26.57979965209961,-81.48370361328125
Sunniland Ranch Airport,27.363100051879883,-80.77279663085938
J. H. Hendrie Farms Airport,27.08449935913086,-81.32869720458984
Salt Fork Lodge Heliport,40.11090087890625,-81.52619934082031
Sapelo Island Airport,31.425800323486328,-81.28589630126953
Symms Airport,43.56930160522461,-116.7770004272461
Parkview Lagrange Hospital Heliport,41.645085,-85.426386
Harms Airstrip,41.577,-89.793999
Winona Lake Seaplane Base,41.223056,-85.830556
Hemmer RLA Restricted Landing Area,37.977798461899994,-89.20290374759999
Alderson Airport,39.034698486328125,-97.58000183105469
Methodist Health Heliport,37.628414,-87.946994
Boss Airport,36.972599029541016,-84.6260986328125
Air Oil Inc Nr 2 Heliport,29.952999114990234,-90.18260192871094
Sauer Airport,41.07529830932617,-88.48919677734375
Aeleron Airport,30.40829,-92.033444
Wormid Airport,42.29399871826172,-71.49620056152344
